hindi	english
चिड़ी का बादशाह	Remove the king of clubs.
ईंट का बादशाह	Remove the king of diamonds.
लाल पान का बादशाह	Remove the king of hearts.
हुकुम का बादशाह	Remove the king of spades.
बेकार में से पत्ते ले जाएँ	Move card from waste
बेकार को भण्डार में ले जाएँ	Move waste to stock
बचा भंडारः ~ a	Stock remaining: ~ a
नया कार्ड डील करें	Deal a new card
आधार से पत्तों को नीचे की ले जाने की कोशिश करें	Try moving cards down from the foundation
एक पत्ते बांट	Single card deals
कोई डील फिर नहीं	No redeals
आधार पत्ताः	Base Card:
एक खाली संस्थापन के ढेर	an empty foundation pile
एक खाली तस्वीर खाँचा	an empty tableau slot
वर्तमान विन्यास अति प्राकृतिक रूप से ताश के रंग के योग्य हो इस हेतु ध्येय कीजिए. 	Aim to place the suits in the order which fits the current layout most naturally.
न्यास	the foundation
ताश बांटना बाकीः ~ a	Redeals left: ~ a
डेक में से नया पत्ता चलें	Deal new cards from the deck
कुछ	something
एक खाली खाँचा	an empty slot
पोकर हाथ तैयार करने हेतु ताश के पत्तों को जमाएँ	Place cards on to the Tableau to form poker hands
फेंटें मोड	Shuffle mode
पत्ते बाँटें	Deal the cards
पत्तों को फिर फेंटें	Reshuffle cards
एक खाली आधार	an empty foundation
एक खाली तस्वीर	an empty tableau
सुरक्षित खाँचा पर बेकार को ले जाएँ	Move waste on to a reserve slot
सभी ढेर भरने लायक पत्ते होते तक पहले जैसा करें	Undo until there are enough cards to fill all tableau piles
कृपया खाली ढेर को पहले भरें. 	Please fill in empty pile first.
खाली खाँचा पर कुछ रखें	Place something on empty slot
चार सूइट	Four Suits
दो सूट	Two Suits
एक सूट	One Suit
खाली अस्थायी खाँचा पर पत्ता ले जाएँ	Move a card to an empty temporary slot
कोई संकेत उपलब्ध नहीं है	No hint available
अस्थायी स्पॉट उपयोग स्वीकारें	Allow temporary spots use
जनरल का पेशेंस	General 's Patience
टूटते तारे	Falling Stars
सिन्योर	Signora
रेडहेड	Redheads
ब्लॉड और बर्नेट	Blondes and Brunettes
वुड	Wood
डेक में से पत्ता निकालें	Deal a card from the deck
बेकार के ऊपर के दो कार्ड का प्रयोग करें	Match the top two cards of the waste.
स्वयं से	itself
प्रगतिशील राउंड	Progressive Rounds
बहुल स्कोरिंग	Multiplier Scoring
खाली तस्वीर खाँचा पर पत्तों को ले जाएँ	Move a build of cards on to the empty Tableau slot
लोकप्रिय ताश का खेल फ्रीसेल खेलें	Play the popular FreeCell card game
एक खाली फाउन्डेशन स्लाट	an empty foundation slot
आधार पर खाली खाँचा	empty slot on foundation
तस्वीर में खाली जगह	empty space on tableau
आधार ढेर	the foundation pile
तस्वीर में एक खाली खाँचा	an empty slot on tableau
एक खाली खाँचा	an empty reserve
एक खाली तस्वीर	an open tableau
~ a को ~ a के बगल में रखें. 	Place the ~ a next to ~ a.
खाली तस्वीर खाँचा पर	on to the empty tableau slot
